appid,name,key_0,game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
1220150,Blue Fire,bluefire,Blue Fire,233,70,7.1,/game/pc/blue-fire/critic-reviews,68.0,,,,,,,,,,,60.0,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,60.0,,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,85.0,,,,,,,,,,,,84.0,,,,60.0,,,80.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,69.0,,,,BlueFire,BlueFire
1209410,King of Seas,kingofseas,King of Seas,248,68,7.5,/game/pc/king-of-seas/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,70.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,78.0,,70.0,,,,,,,,,,,,68.0,,,,50.0,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,65.0,,,,67.0,,,,KingofSeas,KingofSeas
1206060,Happy Game,happygame,Happy Game,107,78,8,/game/pc/happy-game/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,90.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,88.0,,63.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,90.0,,,,65.0,,HappyGame,HappyGame
1205480,Monster Jam Steel Titans 2,monsterjamsteeltitans2,Monster Jam Steel Titans 2,309,56,tbd,/game/pc/monster-jam-steel-titans-2/critic-reviews,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,50.0,,,,,,,30.0,,,,,60.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MonsterJamSteelTitans2,MonsterJamSteelTitans2
1205450,Turnip Boy Commits Tax Evasion,turnipboycommitstaxevasion,Turnip Boy Commits Tax Evasion,212,72,6.4,/game/pc/turnip-boy-commits-tax-evasion/critic-reviews,,,,,,,70.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,60.0,,,,,,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,73.0,,,,,,,,70.0,,,,,,60.0,,,80.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurnipBoyCommitsTaxEvasion,TurnipBoyCommitsTaxEvasion
1203220,NARAKA: BLADEPOINT,narakabladepoint,Naraka: Bladepoint,221,71,7,/game/pc/naraka-bladepoint/critic-reviews,,,,,,,,,,,,80.0,,72.0,,,,,,,,,,70.0,,,,,,,,60.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,75.0,,,,,,,70.0,,,,,,80.0,60.0,,90.0,73.0,,80.0,60.0,,,,,,,,,,,,,,,80.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,NarakaBladepoint,NARAKABLADEPOINT
1198590,Stonefly,stonefly,Stonefly,283,64,tbd,/game/pc/stonefly/critic-reviews,,,,,,,,,,,,70.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,40.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,90.0,71.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,50.0,,,,,,,,,,,Stonefly,Stonefly
1196590,Resident Evil Village,residentevilvillage,Resident Evil Village,43,83,8.4,/game/pc/resident-evil-village/critic-reviews,,,,,88.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,78.0,,,,90.0,,,80.0,,,90.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,83.0,,,,,85.0,92.0,,,,85.0,80.0,85.0,80.0,80.0,,,,,,40.0,,,,87.0,68.0,,,,,,,,,,,80.0,,,,,,,,,,,90.0,,,,,,,,,,,90.0,,,,,ResidentEvilVillage,ResidentEvilVillage
1196470,WE ARE FOOTBALL,wearefootball,WE ARE FOOTBALL,268,67,5.5,/game/pc/we-are-football/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,68.0,,,,,,,60.0,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,75.0,65.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,WEAREFOOTBALL,WEAREFOOTBALL
1195290,Moncage,moncage,Moncage,237,69,tbd,/game/pc/moncage/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,70.0,,80.0,,,,,,,,,Moncage,Moncage
1191900,Say No! More,sayno!more,Say No! More,260,67,6,/game/pc/say-no!-more/critic-reviews,76.0,,,,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,70.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,50.0,80.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,SayNo!More,SayNo!More
1187840,Vesper,vesper,Vesper,115,78,6.9,/game/pc/vesper/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,80.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,78.0,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,Vesper,Vesper
1184760,Shovel Knight Pocket Dungeon,shovelknightpocketdungeon,Shovel Knight Pocket Dungeon,26,84,7.7,/game/pc/shovel-knight-pocket-dungeon/critic-reviews,,,,,,,,,,,,,85.0,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,95.0,,,,95.0,,90.0,,80.0,80.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,80.0,,,85.0,,,,,,,,,,,,,,,,90.0,90.0,,80.0,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,ShovelKnightPocketDungeon,ShovelKnightPocketDungeon
1184370,Pathfinder: Wrath of the Righteous,pathfinderwrathoftherighteous,Pathfinder: Wrath of the Righteous,41,83,7.7,/game/pc/pathfinder-wrath-of-the-righteous/critic-reviews,,,,,,,,,,,,85.0,,85.0,,80.0,,,70.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,89.0,,,,,,,,95.0,,,87.0,,,,,,,85.0,,88.0,90.0,,,,,,80.0,80.0,,,,,,,,,80.0,,80.0,87.0,,90.0,,88.0,,,,,,,,,,75.0,,,,,85.0,82.0,,,,76.0,,85.0,,,,,,,,,,,,,82.0,,,80.0,80.0,,,,,80.0,,,,,,,,,90.0,,,,,,,,,,,,80.0,,,,90.0,,,,PathfinderWrathoftheRighteous,PathfinderWrathoftheRighteous
1182620,Impostor Factory,impostorfactory,Impostor Factory,76,80,8.5,/game/pc/impostor-factory/critic-reviews,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,93.0,,,,,,,,,,,,,,,,80.0,,,,80.0,,67.0,,,,,,,,,,,,,91.0,,,,,,,,,,80.0,,,81.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,ImpostorFactory,ImpostorFactory
1178830,Bright Memory: Infinite,brightmemoryinfinite,Bright Memory: Infinite,255,68,7.3,/game/pc/bright-memory-infinite/critic-reviews,,,,,,,,50.0,,,,,,,,60.0,,,,,,70.0,60.0,,,,,,,,,,,75.0,80.0,,,70.0,,,,70.0,,,,,,,80.0,80.0,,,50.0,70.0,,60.0,74.0,,,55.0,,,,,,,,,,,,70.0,80.0,70.0,,,,,,,,,,,,,70.0,,,,,,,65.0,,,,,,,,70.0,,,,70.0,60.0,65.0,80.0,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,50.0,,,,,,,,68.0,,,,,85.0,,65.0,,,,BrightMemoryInfinite,BrightMemoryInfinite
1172650,INDUSTRIA,industria,INDUSTRIA,289,63,6.2,/game/pc/industria/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,40.0,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,60.0,,,,,,,,,,,INDUSTRIA,INDUSTRIA
1170060,Boomerang X,boomerangx,Boomerang X,65,81,7.3,/game/pc/boomerang-x/critic-reviews,,,,,,,,,,,,80.0,,72.0,,70.0,,,,,,80.0,90.0,,90.0,,,,,,,80.0,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,80.0,,80.0,,70.0,80.0,,,,,,,,,,75.0,90.0,,,,,,,,83.0,,,,75.0,100.0,,65.0,,,70.0,,,,,,,,,,,,,,,,90.0,80.0,,,,85.0,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,BoomerangX,BoomerangX
1167140,Siege Survival: Gloria Victis,siegesurvivalgloriavictis,Siege Survival: Gloria Victis,264,67,6,/game/pc/siege-survival-gloria-victis/critic-reviews,,,,,,,,,,,,65.0,,63.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,70.0,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,,,,,,,,,,,,,65.0,,,77.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SiegeSurvivalGloriaVictis,SiegeSurvivalGloriaVictis
1158890,White Shadows,whiteshadows,White Shadows,224,71,7.4,/game/pc/white-shadows/critic-reviews,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,80.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,60.0,85.0,,,75.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,WhiteShadows,WhiteShadows
1158850,The Great Ace Attorney Chronicles,thegreataceattorneychronicles,The Great Ace Attorney Chronicles,42,83,6.4,/game/pc/the-great-ace-attorney-chronicles/critic-reviews,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,90.0,,,,,,,,,,,,,73.0,80.0,80.0,,,,,,,,,90.0,90.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheGreatAceAttorneyChronicles,TheGreatAceAttorneyChronicles
1158370,Aragami 2,aragami2,Aragami 2,281,65,5.5,/game/pc/aragami-2/critic-reviews,,,,,70.0,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,90.0,,,60.0,,,,59.0,,,,70.0,,,,,,,,,,,,80.0,40.0,,,,60.0,,,,,50.0,,,,,,,,,,70.0,,,,,,,,,,78.0,,,80.0,,,,,,55.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,,75.0,,,70.0,,,,,Aragami2,Aragami2
1157220,Nebuchadnezzar,nebuchadnezzar,Nebuchadnezzar,183,73,5.7,/game/pc/nebuchadnezzar/critic-reviews,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,80.0,,,,,,,,,,,,,,,74.0,70.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebuchadnezzar,Nebuchadnezzar
1153640,Chorus,chorus,Chorus,140,76,7.4,/game/pc/chorus/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,90.0,90.0,,,,,,,82.0,,70.0,80.0,,,,,,,,,,,,,,85.0,,,,,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,50.0,,,,,,,,,,,,,,,75.0,,70.0,,,80.0,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,,,,,,,Chorus,Chorus
1147560,Skul: The Hero Slayer,skultheheroslayer,Skul: The Hero Slayer,74,80,6.4,/game/pc/skul-the-hero-slayer/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,70.0,,,,83.0,,,,,,,,70.0,,,,,,,,,,,,,,,,80.0,90.0,,,90.0,90.0,,,,,,,,,,,,,,,,,83.0,,,,,,,,,80.0,,,80.0,,,82.0,,,,,,,,87.0,60.0,,,,,,,83.0,,,,82.0,,,80.0,,,80.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,82.0,80.0,,,,,80.0,,,,,,,,,,,,,,,,,,,SkulTheHeroSlayer,SkulTheHeroSlayer
1139280,The Big Con,thebigcon,The Big Con,137,77,5.5,/game/pc/the-big-con/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,85.0,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,80.0,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,85.0,80.0,,,,,TheBigCon,TheBigCon
1138660,Black Book,blackbook,Black Book,168,75,8.7,/game/pc/black-book/critic-reviews,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,75.0,80.0,,80.0,80.0,,,76.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,88.0,,70.0,,68.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,BlackBook,BlackBook
1137450,Encodya,encodya,Encodya,269,66,7.8,/game/pc/encodya/critic-reviews,70.0,80.0,,,,,,,,,,65.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,70.0,,,70.0,49.0,,,,60.0,,,,,,,,50.0,75.0,,,,,70.0,50.0,,,,,,,,,,,,,,,,,,,Encodya,Encodya
1137300,Sherlock Holmes Chapter One,sherlockholmeschapterone,Sherlock Holmes: Chapter One,127,77,7.4,/game/pc/sherlock-holmes-chapter-one/critic-reviews,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,83.0,80.0,,,,,,,,83.0,80.0,,,,,,,,,,80.0,,,,,,,,70.0,71.0,,,,72.0,,,75.0,,,,,,,,,,,,,,,73.0,,80.0,70.0,80.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,81.0,70.0,,,,,,,65.0,,40.0,,,,,,,85.0,,,,,,,,SherlockHolmesChapterOne,SherlockHolmesChapterOne
1135690,Unpacking,unpacking,Unpacking,31,84,7.8,/game/pc/unpacking/critic-reviews,,,,,,,,,,,,,,86.0,,80.0,,,,,,,,,,,,,,,85.0,80.0,,90.0,,,,,,,,,,,,,,,70.0,,,,80.0,55.0,,,85.0,,90.0,,,,,,,,,,100.0,,,,,,,95.0,,80.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,85.0,,,75.0,,,,,,,100.0,,,,,,,,,80.0,,,80.0,,,,80.0,,,,80.0,,,,,,,,,,,,,85.0,,,,,90.0,,,,,,Unpacking,Unpacking
1135300,King's Bounty II,kingsbountyii,King's Bounty II,284,64,4.7,/game/pc/kings-bounty-ii/critic-reviews,,,,,,,,80.0,65.0,,,75.0,,71.0,,60.0,,,40.0,40.0,,,,,,,,,,,,,,50.0,,,80.0,,,60.0,,,,,,,,,60.0,65.0,,50.0,,65.0,,,80.0,45.0,,70.0,,,40.0,90.0,,,50.0,,,,,74.0,,,,,,,60.0,80.0,,,60.0,,,69.0,,,,88.0,,,70.0,,,,,,75.0,,,,,,65.0,80.0,,49.0,,59.0,70.0,65.0,60.0,,60.0,,58.0,,,,,,,84.0,60.0,,,,,,,,,68.0,,,,70.0,,,,,,,,,,,,,,,,,,,50.0,,,,60.0,,KingsBountyII,KingsBountyII
1134570,F1 2021,f12021,F1 2021,16,86,3.2,/game/pc/f1-2021/critic-reviews,84.0,,,,,85.0,,90.0,,,,90.0,85.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,90.0,,,,,,80.0,,,90.0,,,,,,,90.0,,90.0,,,,,,,,80.0,,,,,,,,,,,,,,,,80.0,,,92.0,,,,80.0,,,80.0,,,,,,,,70.0,,,,,89.0,80.0,,,91.0,90.0,85.0,80.0,,,,,,,,,,,,,,,,80.0,,,,,83.0,85.0,,,,,,,,,,,,,,,,,85.0,,,90.0,,,,94.0,85.0,,,F12021,F12021
1129580,Medieval Dynasty,medievaldynasty,Medieval Dynasty,188,73,7.3,/game/pc/medieval-dynasty/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,74.0,,,75.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,74.0,60.0,80.0,,,,,,,,,,,,78.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,MedievalDynasty,MedievalDynasty
1127500,Mini Motorways,minimotorways,Mini Motorways,14,86,6.7,/game/pc/mini-motorways/critic-reviews,76.0,,,,,,,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,90.0,,,,,80.0,,,,,,,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,80.0,,,90.0,,,,,,,,,,,,,,,80.0,,,70.0,,,,,,90.0,,,,,,,,,80.0,,100.0,,,,,,,90.0,,,,,,MiniMotorways,MiniMotorways
1124300,HUMANKIND™,humankind,Humankind,119,78,6.9,/game/pc/humankind/critic-reviews,,,,,,,,,,,,85.0,80.0,80.0,,70.0,,,,75.0,,,,,,,,,,,,60.0,80.0,90.0,,,85.0,,,80.0,,,,,,76.0,,,,,,,90.0,,,60.0,78.0,75.0,90.0,80.0,,70.0,90.0,,,,70.0,80.0,,90.0,,,,,,80.0,,,100.0,,,,70.0,,80.0,90.0,,80.0,,,,,80.0,,,,,,,75.0,,80.0,,70.0,80.0,90.0,80.0,70.0,,71.0,80.0,75.0,80.0,,80.0,,83.0,,,,,,,,68.0,,,,,,,,85.0,78.0,,,,77.0,,,,,,90.0,78.0,,70.0,70.0,,,,80.0,,,80.0,,75.0,,95.0,,,,Humankind,HUMANKIND
1123770,Curse of the Dead Gods,curseofthedeadgods,Curse of the Dead Gods,104,78,7.6,/game/pc/curse-of-the-dead-gods/critic-reviews,73.0,,,,,,,,,,,85.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,73.0,,70.0,,,,,,,,80.0,90.0,,,,81.0,,,,,,,,,,,,,,,,,85.0,,,,,,,,,90.0,,80.0,,,80.0,,,,,,70.0,80.0,,,,,,75.0,,,,,75.0,,,,,,70.0,,,,,,,,,80.0,,,,69.0,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,CurseoftheDeadGods,CurseoftheDeadGods
1123450,Chicory: A Colorful Tale,chicoryacolorfultale,Chicory: A Colorful Tale,4,90,7.4,/game/pc/chicory-a-colorful-tale/critic-reviews,,100.0,,,,,,,,,,80.0,100.0,,,90.0,,,,,,,95.0,,,,,,,,,90.0,,,,,,,,,,88.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,90.0,,,,,,,,85.0,,,95.0,,,,,,80.0,,,,95.0,,,85.0,,90.0,,,,,,,,,,,,100.0,,,,,,,,90.0,,,90.0,,,,,85.0,,,,,90.0,,,,,,,,82.0,,,85.0,,,,,,,,ChicoryAColorfulTale,ChicoryAColorfulTale
1123050,GRIME,grime,GRIME,62,81,8,/game/pc/grime/critic-reviews,,,,,,,,,,,,,,82.0,,80.0,,,,,,,,,,,,,,,,,80.0,80.0,80.0,,,,,,,,,,,,,,55.0,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,90.0,,95.0,,80.0,,70.0,,,90.0,,,92.0,,,,,,,,,,,,,,,,,,,,80.0,100.0,,75.0,,,85.0,,,,,,,,,,,,89.0,,,,,80.0,,,70.0,,78.0,,,,,60.0,,,,,80.0,,75.0,,,,,,,85.0,,,,80.0,,,,,,GRIME,GRIME
1122690,Last Stop,laststop,Last Stop,227,70,6.9,/game/pc/last-stop/critic-reviews,,70.0,,,,,,,,,,75.0,,,,70.0,70.0,,,,,,,,,,,,,,70.0,70.0,,70.0,,,,,,,,80.0,,,,,,,,,,,80.0,,100.0,,,,,,,,,,,,,,,,,,,,,70.0,,70.0,,,,,60.0,,,75.0,,,,,,,65.0,,,70.0,,,,,,,,,,80.0,80.0,,65.0,70.0,,80.0,,,,,,,,,,,,,,,,60.0,60.0,,,40.0,,60.0,,,,,,,,,,80.0,,,,60.0,,,,65.0,,,,,,80.0,,,,,LastStop,LastStop
1122680,The Artful Escape,theartfulescape,The Artful Escape,80,80,6.4,/game/pc/the-artful-escape/critic-reviews,,,,,,,80.0,,,,,,70.0,,,100.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,80.0,,,90.0,90.0,,,,,,,,,,90.0,,90.0,,70.0,,,,,,,,,80.0,,,82.0,,,,,,,75.0,85.0,,,,,,,,75.0,,,,80.0,,,65.0,75.0,,,,,,,,,,,,,,,,,,40.0,60.0,,,80.0,,,,,,,90.0,,,,,,80.0,80.0,,,,,,85.0,,,70.0,,,100.0,,,,,TheArtfulEscape,TheArtfulEscape
1121780,Astria Ascending,astriaascending,Astria Ascending,250,68,6,/game/pc/astria-ascending/critic-reviews,,,,,,,,,,,90.0,,,85.0,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,80.0,,,,50.0,,,,,,,90.0,80.0,,,,,,,,,,,70.0,,,,75.0,,,,,,,60.0,,,63.0,,,,,,,65.0,,,,,,,,,,,,,75.0,,,70.0,,,80.0,,,,,,,,,76.0,,,,,,,,,,,,,80.0,,,,,50.0,,,,,,,,,,,40.0,,,,,,,,,,,70.0,,AstriaAscending,AstriaAscending
1119980,In Sound Mind,insoundmind,In Sound Mind,167,75,8,/game/pc/in-sound-mind/critic-reviews,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,80.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,66.0,75.0,,60.0,90.0,,,,,,,,,,,,,,,65.0,80.0,,,,,,70.0,,,,75.0,75.0,,,,,80.0,,,,,,,,80.0,,,75.0,,,,,,,,InSoundMind,InSoundMind
1118240,Lake,lake,Lake,225,70,6.6,/game/pc/lake/critic-reviews,,80.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,80.0,,,,70.0,,,,,,,,,,,,70.0,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,75.0,,,,,,,65.0,,,,,,,,,,,,,76.0,80.0,,70.0,,,75.0,,,,,,,,,73.0,,,,59.0,,,60.0,,,,,,,,,,90.0,,,,,,,,,,,,,,70.0,,,,,,,60.0,,,,Lake,Lake
